IMSA_DecisionFinal,Applicant_ResponseFinal,IMSA_AcceptedApplicant,WAIVER,IMSA_Graduate,Race_text,IMSA_Graduate,ID_Person,Race_ISBE,IMSA_CurrentStudent,IMSA_AcceptedApplicant,IMSA_Applicant,IMSA_Attendee,Applicant_Year,Applicant_Response1,Applicant_Response2,Applicant_Response3,IMSA_DecisionFinal,IMSA_DecisionOriginal,Home_County,Home_City,Applicant_SATM,Applicant_SATCR,Applicant_SATW
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,40966,Hispanic or Latino,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Glenwood,440,630,560
NULL,NULL,No,NULL,NULL,Hispanic or Latino,NULL,33676,Hispanic or Latino,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,500,390,390
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,23731,Hispanic or Latino,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Cicero,480,400,400
NULL,NULL,No,NULL,NULL,,NULL,7715,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,North Aurora,500,450,NULL
NULL,NULL,No,NULL,NULL,,NULL,7715,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,North Aurora,590,510,510
NULL,NULL,No,NULL,NULL,,NULL,14773,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Kane,St Charles,530,460,550
NULL,NULL,No,NULL,NULL,,NULL,23737,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,630,570,620
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,7718,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,North Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,23751,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,500,480,550
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,33942,Two or More Races,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,Waitlist,DuPage,Wheaton,610,600,NULL
NULL,NULL,No,NULL,NULL,Hispanic or Latino,NULL,6196,Hispanic or Latino,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Will,Naperville,450,450,410
NULL,NULL,No,NULL,NULL,,NULL,3331,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kendall,Yorkville,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,29724,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Kane,Maple Park,610,480,530
NULL,NULL,No,NULL,NULL,,NULL,29724,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kane,Maple Park,620,540,530
NULL,NULL,No,NULL,NULL,White,NULL,42961,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,510,520,460
NULL,NULL,No,NULL,NULL,,NULL,15019,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,McLean,Bloomington,680,570,570
NULL,NULL,No,NULL,NULL,,NULL,910,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Madison,Collinsville,480,510,NULL
NULL,NULL,No,NULL,NULL,,NULL,15522,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Richton Park,480,500,NULL
NULL,NULL,No,NULL,NULL,White,NULL,44278,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Kane,St Charles,620,620,620
NULL,NULL,No,NULL,NULL,White,NULL,44279,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,0,0,0
NULL,NULL,No,NULL,NULL,,NULL,23848,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Bloomingdale,670,550,NULL
NULL,NULL,No,NULL,NULL,,NULL,9196,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Mt Prospect,480,540,NULL
NULL,NULL,No,NULL,NULL,,NULL,9196,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Mt Prospect,630,510,570
NULL,NULL,No,NULL,NULL,,NULL,23850,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Marshall,Washburn,560,470,490
NULL,NULL,No,NULL,NULL,,NULL,23851,Not Reported,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Peoria,Peoria,580,520,NULL
NULL,NULL,No,NULL,NULL,White,NULL,43800,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,McHenry,Crystal Lake,730,610,610
NULL,NULL,No,NULL,NULL,White,NULL,43800,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,McHenry,Crystal Lake,730,610,470
NULL,NULL,No,NULL,No,"Hispanic or Latino, White",No,33943,Hispanic or Latino,No,No,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Kane,St Charles,690,550,NULL
NULL,NULL,No,NULL,NULL,,NULL,13674,Not Reported,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,Unknown,NULL,44280,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Will,Naperville,590,670,620
NULL,NULL,No,NULL,NULL,,NULL,23866,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Bartlett,560,510,530
NULL,NULL,No,NULL,NULL,,NULL,23871,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,690,530,NULL
NULL,NULL,No,NULL,NULL,Unknown,NULL,44281,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Kane,Saint Charles,540,500,480
NULL,NULL,No,NULL,NULL,,NULL,23884,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,McHenry,Marengo,580,590,460
NULL,NULL,No,NULL,NULL,,NULL,23896,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,520,460,450
NULL,NULL,Yes,NULL,Yes,Asian,Yes,23912,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer,Kane,Carpentersvle,600,390,560
NULL,NULL,No,NULL,NULL,Asian,NULL,43801,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,Waitlist,Cook,Schaumburg,620,520,520
Yes,Accept,Yes,NULL,Yes,Asian,Yes,23912,Asian,No,Yes,Yes,Yes,2013,Accept,NULL,NULL,Yes,Waitlist,Kane,Carpentersvle,660,460,580
Yes,Accept,Yes,NULL,No,Asian,No,39282,Asian,Yes,Yes,Yes,Yes,2015,Accept,NULL,NULL,Yes,Waitlist,Kane,Aurora,610,620,620
NULL,NULL,Yes,NULL,No,Asian,No,23920,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Hoffman Est,770,690,790
NULL,NULL,No,NULL,NULL,,NULL,43804,Not Reported,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,South Elgin,580,500,500
NULL,NULL,Yes,NULL,No,Asian,No,2772,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Naperville,620,550,520
NULL,NULL,No,NULL,NULL,,NULL,23926,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Schaumburg,540,550,600
NULL,NULL,No,NULL,NULL,Asian,NULL,43805,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Lake,Volo,670,650,650
NULL,NULL,No,NULL,NULL,,NULL,23939,Not Reported,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,620,680,NULL
NULL,NULL,No,NULL,NULL,,NULL,13682,Hispanic or Latino,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,440,460,460
NULL,NULL,No,NULL,NULL,,NULL,23946,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,2149,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Kane,St Charles,700,700,NULL
Yes,Accept,Yes,NULL,No,"Hispanic or Latino, White",No,23955,Hispanic or Latino,No,Yes,Yes,Yes,2011,Accept,NULL,NULL,Yes,Waitlist,Cook,Tinley Park,640,650,NULL
NULL,NULL,No,NULL,NULL,,NULL,14380,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,350,330,NULL
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, American Indian or Alaska Native, White",NULL,44058,Hispanic or Latino,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,South Holland,410,360,340
NULL,NULL,No,NULL,NULL,,NULL,4533,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Calumet City,490,300,NULL
NULL,NULL,No,NULL,NULL,,NULL,15527,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,490,490,460
NULL,NULL,No,NULL,NULL,,NULL,23976,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Markham,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,23981,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,590,480,410
NULL,NULL,No,NULL,NULL,,NULL,23981,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,640,510,440
NULL,NULL,No,NULL,NULL,,NULL,33944,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,NULL,NULL,NULL
NULL,Rescinded,No,NULL,NULL,Asian,NULL,44285,Asian,NULL,No,Yes,NULL,2016,Rescinded,NULL,NULL,NULL,Waitlist,DuPage,Naperville,570,560,510
NULL,NULL,No,NULL,NULL,Asian,NULL,31215,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,670,610,610
NULL,NULL,No,NULL,NULL,Asian,NULL,31215,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,Waitlist,DuPage,Naperville,750,660,610
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, Asian",NULL,24001,Hispanic or Latino,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Bensenville,550,480,NULL
NULL,NULL,No,NULL,NULL,Unknown,NULL,44286,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,400,240,360
NULL,NULL,No,NULL,NULL,,NULL,2582,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Burr Ridge,510,580,530
NULL,NULL,Yes,NULL,Yes,"Hispanic or Latino, White",Yes,11999,Hispanic or Latino,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Bartlett,660,590,NULL
NULL,NULL,No,NULL,NULL,,NULL,24017,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Northbrook,510,580,460
NULL,NULL,No,NULL,NULL,,NULL,15530,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Elmhurst,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,24021,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Oak Park,540,630,630
NULL,NULL,Yes,NULL,Yes,White,Yes,24038,White,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer,Peoria,Peoria,440,580,350
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,44287,Hispanic or Latino,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Glendale Hts,490,520,380
NULL,NULL,No,NULL,NULL,,NULL,24076,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,720,520,470
NULL,NULL,No,NULL,NULL,,NULL,24077,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Lake,Antioch,560,490,NULL
NULL,NULL,Yes,NULL,Yes,Asian,Yes,24080,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,Deferred,Peoria,Peoria,800,630,680
NULL,NULL,No,NULL,NULL,,NULL,10852,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Knox,Rio,550,620,390
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,24089,Two or More Races,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,Waitlist,McLean,Bloomington,670,510,NULL
NULL,NULL,No,NULL,NULL,Unknown,NULL,44289,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Hoffman Est,740,570,680
Yes,Accept,Yes,NULL,Yes,Asian,Yes,12245,Asian,No,Yes,Yes,Yes,2013,Accept,NULL,NULL,Yes,Waitlist,Kane,Elgin,670,520,600
NULL,NULL,No,NULL,NULL,,NULL,24106,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,Waitlist,Kendall,Oswego,640,550,620
NULL,NULL,No,NULL,NULL,,NULL,10853,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kane,North Aurora,520,430,600
NULL,NULL,Yes,NULL,No,White,No,10854,White,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,Kane,Batavia,610,590,630
NULL,NULL,No,NULL,NULL,White,NULL,44290,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Winnebago,Loves Park,630,570,490
NULL,NULL,No,NULL,NULL,Black or African American,NULL,43941,Black or African American,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,380,330,400
NULL,NULL,No,NULL,NULL,,NULL,24119,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kane,St Charles,560,480,510
NULL,NULL,No,NULL,NULL,Asian,NULL,43806,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Cook,Hoffman Est,480,770,770
NULL,NULL,No,NULL,NULL,Asian,NULL,43806,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Lake,Vernon Hills,530,690,670
NULL,NULL,No,NULL,NULL,,NULL,24134,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,640,570,NULL
NULL,NULL,No,NULL,NULL,,NULL,24135,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,590,560,NULL
Yes,Accept,Yes,5,No,Asian,No,29839,Asian,Yes,Yes,Yes,Yes,2014,Accept,NULL,NULL,Yes,Waitlist,Will,Lockport,590,710,NULL
NULL,NULL,No,NULL,NULL,,NULL,24143,Not Reported,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,McLean,Normal,640,500,NULL
NULL,NULL,No,NULL,NULL,Black or African American,NULL,43807,Black or African American,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Boone,Belvidere,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,Black or African American,NULL,43808,Black or African American,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,390,410,410
NULL,NULL,No,NULL,NULL,,NULL,8994,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Hoffman Est,730,580,550
NULL,NULL,No,NULL,NULL,,NULL,24160,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Glen Ellyn,590,440,570
NULL,NULL,No,NULL,NULL,Unknown,NULL,14959,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Downers Grove,620,560,600
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,44293,Hispanic or Latino,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,580,620,620
NULL,NULL,No,NULL,NULL,,NULL,24172,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,520,360,400
NULL,NULL,No,NULL,NULL,,NULL,24186,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,24216,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,650,500,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,43810,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,650,570,570
NULL,NULL,No,NULL,NULL,,NULL,15534,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Matteson,540,540,560
NULL,NULL,No,NULL,NULL,,NULL,24228,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,560,530,600
NULL,NULL,No,NULL,NULL,,NULL,24230,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,570,560,NULL
NULL,NULL,No,NULL,NULL,,NULL,33945,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,570,510,NULL
Yes,Accept,Yes,NULL,Yes,,Yes,24234,White,No,Yes,Yes,Yes,2012,Accept,NULL,NULL,Yes,Waitlist,Lake,Gurnee,600,660,540
NULL,NULL,No,NULL,NULL,,NULL,24240,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Lake,Buffalo Grove,680,520,480
NULL,NULL,No,NULL,NULL,,NULL,7780,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Champaign,Champaign,490,420,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,12487,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Lake,Lindenhurst,560,530,530
NULL,NULL,No,NULL,NULL,Asian,NULL,44294,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,780,760,660
NULL,NULL,Yes,NULL,No,White,No,33946,White,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Burr Ridge,NULL,NULL,NULL
NULL, ,No,NULL,NULL,White,NULL,44295,White,NULL,No,Yes,NULL,2016, ,NULL,NULL,NULL,Waitlist,DuPage,Burr Ridge,700,760,570
NULL,NULL,No,NULL,NULL,Asian,NULL,41096,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Wheeling,680,480,440
NULL,NULL,Yes,NULL,Yes,Asian,Yes,24264,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,Kane,Aurora,560,690,590
NULL,NULL,No,NULL,NULL,,NULL,24265,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,McHenry,Cary,600,440,430
NULL,NULL,No,NULL,NULL,,NULL,24266,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,Waitlist,Cook,Mt Prospect,630,560,620
NULL,Rescinded,No,NULL,NULL,Asian,NULL,6208,Asian,NULL,No,Yes,NULL,2016,Rescinded,NULL,NULL,NULL,Waitlist,DuPage,Naperville,620,540,620
NULL,NULL,No,NULL,NULL,Asian,NULL,43811,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,590,480,480
NULL,NULL,No,NULL,NULL,,NULL,24267,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Lake,Vernon Hills,640,540,530
NULL,NULL,No,NULL,NULL,American Indian or Alaska Native,NULL,43812,American Indian or Alaska Native,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Tazewell,East Peoria,460,530,530
NULL,NULL,Yes,NULL,No,Asian,No,14438,Asian,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,690,590,NULL
NULL,NULL,No,NULL,NULL,,NULL,33947,Not Reported,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,550,480,NULL
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,43814,Hispanic or Latino,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,North Aurora,480,420,420
NULL,NULL,No,NULL,NULL,White,NULL,33948,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,McHenry,Crystal Lake,610,580,NULL
NULL,NULL,No,NULL,NULL,,NULL,24314,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,West Chicago,510,520,540
NULL,NULL,Yes,NULL,Yes,Asian,Yes,3518,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,690,560,200
NULL,NULL,No,NULL,NULL,,NULL,24321,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Lake,Libertyville,790,710,NULL
NULL,NULL,No,NULL,NULL,,NULL,13731,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,Waitlist,Kendall,Yorkville,600,540,540
NULL,NULL,No,NULL,NULL,,NULL,24331,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,Waitlist,Lake,Round Lake,650,530,NULL
NULL,NULL,No,NULL,NULL,,NULL,24332,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Northbrook,630,580,NULL
NULL,NULL,No,NULL,NULL,,NULL,24334,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Lake,Barrington,630,590,NULL
NULL,NULL,No,NULL,NULL,,NULL,24343,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Glen Ellyn,510,560,NULL
NULL,NULL,No,NULL,NULL,,NULL,4589,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,580,420,NULL
NULL,NULL,No,NULL,NULL,,NULL,24367,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,McLean,Downs,550,520,490
NULL,NULL,No,NULL,NULL,,NULL,33949,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,420,440,NULL
NULL,NULL,No,NULL,NULL,,NULL,3188,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Kane,Batavia,600,480,NULL
Yes,Decline,Yes,NULL,No,Asian,No,29845,Asian,Yes,Yes,Yes,Yes,2014,Accept,Decline,NULL,Yes,Waitlist,DuPage,Lisle,800,550,NULL
NULL,NULL,Yes,NULL,No,Asian,No,24394,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,Kane,Gilberts,590,520,560
NULL,NULL,No,NULL,NULL,,NULL,24400,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,540,450,440
NULL,NULL,No,NULL,NULL,,NULL,33950,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Lake,Lake Zurich,670,660,NULL
Yes,Accept,Yes,NULL,No,Asian,No,24402,Asian,No,Yes,Yes,Yes,2013,Accept,NULL,NULL,Yes,Waitlist,Kane,Gilberts,520,690,660
NULL,NULL,Yes,NULL,No,Hispanic or Latino,No,14384,Hispanic or Latino,No,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,640,470,520
NULL,Decline,No,NULL,NULL,"Asian, White",NULL,44298,Two or More Races,NULL,No,Yes,NULL,2016,Decline,NULL,NULL,NULL,Waitlist,Kane,Geneva,630,520,480
NULL,NULL,No,NULL,NULL,,NULL,33951,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Matteson,400,500,NULL
NULL,NULL,No,NULL,NULL,,NULL,24418,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,590,520,NULL
NULL,NULL,No,NULL,NULL,,NULL,24419,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,650,550,NULL
NULL,NULL,No,NULL,NULL,,NULL,33952,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Lake,Grayslake,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,White,NULL,44299,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Coles,Mattoon,490,530,460
Yes,Accept,Yes,NULL,No,Asian,No,29846,Asian,Yes,Yes,Yes,Yes,2014,Accept,NULL,NULL,Yes,Waitlist,Lake,Hawthorn Wds,730,550,NULL
NULL,NULL,No,NULL,NULL,Unknown,NULL,44300,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,690,520,630
NULL,NULL,No,NULL,NULL,Unknown,NULL,44301,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Oak Park,520,480,530
NULL,NULL,No,NULL,NULL,White,NULL,43817,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Cook,River Forest,420,580,580
NULL,NULL,No,NULL,NULL,Black or African American,NULL,43818,Black or African American,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,St. Clair,Fairview Hts,320,410,410
NULL,NULL,No,NULL,NULL,,NULL,24444,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,360,420,NULL
NULL,NULL,No,NULL,NULL,,NULL,24444,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,410,480,520
NULL,NULL,No,NULL,NULL,,NULL,4595,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,560,420,NULL
NULL,NULL,No,NULL,NULL,,NULL,4596,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Orland Park,550,570,NULL
NULL,NULL,No,NULL,NULL,,NULL,4596,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,Waitlist,Cook,Orland Park,600,620,570
NULL,NULL,No,NULL,NULL,,NULL,24466,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Lombard,690,660,520
